Fecha,Venta Noche
2024-08-07,72
2024-08-08,72
2024-08-09,75
2024-08-10,70
2024-08-11,75
2024-08-12,80
2024-08-13,75
2024-08-14,70
2024-08-15,76
2024-08-16,75
2024-08-17,70
2024-08-18,71
2024-08-19,72
2024-08-20,79
2024-08-21,74
2024-08-22,78
2024-08-23,74
2024-08-24,77
2024-08-25,71
2024-08-26,74
2024-08-27,70
2024-08-28,73
2024-08-29,76
2024-08-30,72
2024-08-31,79
2024-09-01,77
2024-09-02,80
2024-09-03,72
2024-09-04,79
2024-09-05,73
2024-09-06,79
2024-09-07,74
2024-09-08,71
2024-09-09,72
2024-09-10,76
2024-09-11,79
2024-09-12,78
2024-09-13,80
2024-09-14,78
2024-09-15,71
2024-09-16,80
2024-09-17,76
2024-09-18,72
2024-09-19,80
2024-09-20,73
2024-09-21,74
2024-09-22,73
2024-09-23,72
2024-09-24,75
2024-09-25,77
2024-09-26,79
2024-09-27,75
2024-09-28,77
2024-09-29,75
2024-09-30,73
2024-10-01,80
2024-10-02,77
2024-10-03,70
2024-10-04,73
2024-10-05,80
2024-10-06,79
2024-10-07,70
2024-10-08,80
2024-10-09,78
2024-10-10,71
2024-10-11,80
2024-10-12,73
2024-10-13,74
2024-10-14,76
2024-10-15,70
2024-10-16,79
2024-10-17,77
2024-10-18,75
2024-10-19,76
2024-10-20,78
2024-10-21,74
2024-10-22,77
2024-10-23,73
2024-10-24,70
2024-10-25,79
2024-10-26,79
2024-10-27,72
2024-10-28,71
2024-10-29,79
2024-10-30,75
2024-10-31,78
2024-11-01,79
2024-11-02,70
2024-11-03,72
2024-11-04,80
2024-11-05,79
2024-11-06,74
2024-11-07,80
2024-11-08,76
2024-11-09,78
2024-11-10,74
2024-11-11,72
2024-11-12,73
2024-11-13,77
2024-11-14,76
2024-11-15,77
2024-11-16,73
2024-11-17,74
2024-11-18,70
2024-11-19,70
2024-11-20,79
2024-11-21,76
2024-11-22,77
2024-11-23,74
2024-11-24,73
2024-11-25,76
2024-11-26,77
2024-11-27,79
2024-11-28,72
2024-11-29,73
2024-11-30,75
2024-12-01,80
2024-12-02,78
2024-12-03,74
2024-12-04,76
2024-12-05,74
2024-12-06,74
2024-12-07,73
2024-12-08,77
2024-12-09,77
2024-12-10,75
2024-12-11,70
2024-12-12,79
2024-12-13,76
2024-12-14,77
2024-12-15,77
2024-12-16,70
2024-12-17,75
2024-12-18,77
2024-12-19,71
2024-12-20,72
2024-12-21,71
2024-12-22,79
2024-12-23,75
2024-12-24,76
2024-12-25,75
2024-12-26,80
2024-12-27,74
2024-12-28,77
2024-12-29,72
2024-12-30,73
2024-12-31,77
