Fecha,Venta Noche
2024-05-31,27
2024-06-01,36
2024-06-02,33
2024-06-03,40
2024-06-04,39
2024-06-05,32
2024-06-06,26
2024-06-07,36
2024-06-08,24
2024-06-09,30
2024-06-10,32
2024-06-11,32
2024-06-12,21
2024-06-13,31
2024-06-14,21
2024-06-15,24
2024-06-16,24
2024-06-17,31
2024-06-18,28
2024-06-19,23
2024-06-20,30
2024-06-21,24
2024-06-22,25
2024-06-23,31
2024-06-24,32
2024-06-25,39
2024-06-26,21
2024-06-27,24
2024-06-28,28
2024-06-29,35
2024-06-30,21
2024-07-01,24
2024-07-02,21
2024-07-03,36
2024-07-04,20
2024-07-05,31
2024-07-06,28
2024-07-07,26
2024-07-08,39
2024-07-09,38
2024-07-10,36
2024-07-11,33
2024-07-12,22
2024-07-13,38
2024-07-14,35
2024-07-15,32
2024-07-16,34
2024-07-17,37
2024-07-18,24
2024-07-19,22
2024-07-20,29
2024-07-21,38
2024-07-22,35
2024-07-23,20
2024-07-24,26
2024-07-25,27
2024-07-26,32
2024-07-27,34
2024-07-28,38
2024-07-29,21
2024-07-30,29
2024-07-31,33
2024-08-01,29
2024-08-02,22
2024-08-03,20
2024-08-04,38
2024-08-05,38
2024-08-06,20
2024-08-07,34
2024-08-08,32
2024-08-09,20
2024-08-10,26
2024-08-11,21
2024-08-12,24
2024-08-13,24
2024-08-14,37
2024-08-15,27
2024-08-16,22
2024-08-17,23
2024-08-18,21
2024-08-19,38
2024-08-20,38
2024-08-21,33
2024-08-22,32
2024-08-23,39
2024-08-24,29
2024-08-25,35
2024-08-26,32
2024-08-27,22
2024-08-28,25
2024-08-29,27
2024-08-30,25
2024-08-31,28
2024-09-01,26
2024-09-02,31
2024-09-03,35
2024-09-04,33
2024-09-05,39
2024-09-06,36
2024-09-07,29
2024-09-08,40
2024-09-09,22
2024-09-10,31
2024-09-11,30
2024-09-12,24
2024-09-13,24
2024-09-14,24
2024-09-15,31
2024-09-16,21
2024-09-17,23
2024-09-18,24
2024-09-19,33
2024-09-20,32
2024-09-21,31
2024-09-22,23
2024-09-23,28
2024-09-24,28
2024-09-25,29
2024-09-26,21
2024-09-27,34
2024-09-28,40
2024-09-29,21
2024-09-30,27
2024-10-01,29
2024-10-02,40
2024-10-03,40
2024-10-04,29
2024-10-05,35
2024-10-06,36
2024-10-07,21
2024-10-08,25
2024-10-09,33
2024-10-10,31
2024-10-11,40
2024-10-12,39
2024-10-13,28
2024-10-14,35
2024-10-15,34
2024-10-16,29
2024-10-17,29
2024-10-18,39
2024-10-19,22
2024-10-20,26
2024-10-21,30
2024-10-22,29
2024-10-23,38
2024-10-24,32
2024-10-25,30
2024-10-26,27
2024-10-27,23
2024-10-28,35
2024-10-29,26
2024-10-30,40
2024-10-31,26
2024-11-01,38
2024-11-02,25
2024-11-03,37
2024-11-04,32
2024-11-05,33
2024-11-06,27
2024-11-07,33
2024-11-08,38
2024-11-09,40
2024-11-10,37
2024-11-11,23
2024-11-12,23
2024-11-13,40
2024-11-14,33
2024-11-15,33
2024-11-16,40
2024-11-17,24
2024-11-18,26
2024-11-19,39
2024-11-20,25
2024-11-21,36
2024-11-22,23
2024-11-23,35
2024-11-24,40
2024-11-25,28
2024-11-26,31
2024-11-27,28
2024-11-28,21
2024-11-29,33
2024-11-30,40
2024-12-01,24
2024-12-02,24
2024-12-03,37
2024-12-04,26
2024-12-05,39
2024-12-06,31
2024-12-07,35
2024-12-08,21
2024-12-09,26
2024-12-10,21
2024-12-11,37
2024-12-12,37
2024-12-13,33
2024-12-14,40
2024-12-15,20
2024-12-16,21
2024-12-17,38
2024-12-18,34
2024-12-19,38
2024-12-20,34
2024-12-21,30
2024-12-22,38
2024-12-23,21
2024-12-24,39
2024-12-25,31
2024-12-26,27
2024-12-27,21
2024-12-28,33
2024-12-29,27
2024-12-30,31
2024-12-31,39
