Fecha,Venta Noche
2024-10-09,87
2024-10-10,84
2024-10-11,84
2024-10-12,83
2024-10-13,88
2024-10-14,84
2024-10-15,82
2024-10-16,82
2024-10-17,80
2024-10-18,87
2024-10-19,86
2024-10-20,80
2024-10-21,89
2024-10-22,90
2024-10-23,89
2024-10-24,80
2024-10-25,90
2024-10-26,90
2024-10-27,86
2024-10-28,85
2024-10-29,85
2024-10-30,86
2024-10-31,83
2024-11-01,86
2024-11-02,85
2024-11-03,84
2024-11-04,89
2024-11-05,81
2024-11-06,87
2024-11-07,83
2024-11-08,90
2024-11-09,90
2024-11-10,90
2024-11-11,86
2024-11-12,86
2024-11-13,85
2024-11-14,83
2024-11-15,83
2024-11-16,88
2024-11-17,80
2024-11-18,84
2024-11-19,86
2024-11-20,82
2024-11-21,86
2024-11-22,85
2024-11-23,85
2024-11-24,90
2024-11-25,80
2024-11-26,90
2024-11-27,85
2024-11-28,87
2024-11-29,86
2024-11-30,83
2024-12-01,80
2024-12-02,89
2024-12-03,80
2024-12-04,81
2024-12-05,87
2024-12-06,81
2024-12-07,84
2024-12-08,80
2024-12-09,89
2024-12-10,88
2024-12-11,80
2024-12-12,89
2024-12-13,84
2024-12-14,80
2024-12-15,86
2024-12-16,89
2024-12-17,90
2024-12-18,85
2024-12-19,87
2024-12-20,86
2024-12-21,90
2024-12-22,80
2024-12-23,80
2024-12-24,80
2024-12-25,87
2024-12-26,89
2024-12-27,83
2024-12-28,88
2024-12-29,90
2024-12-30,87
2024-12-31,82
