Fecha,Venta Noche
2024-05-29,40
2024-05-30,22
2024-05-31,20
2024-06-01,37
2024-06-02,36
2024-06-03,24
2024-06-04,23
2024-06-05,40
2024-06-06,30
2024-06-07,26
2024-06-08,40
2024-06-09,22
2024-06-10,33
2024-06-11,22
2024-06-12,24
2024-06-13,32
2024-06-14,20
2024-06-15,40
2024-06-16,26
2024-06-17,23
2024-06-18,24
2024-06-19,22
2024-06-20,32
2024-06-21,26
2024-06-22,38
2024-06-23,27
2024-06-24,32
2024-06-25,25
2024-06-26,40
2024-06-27,32
2024-06-28,29
2024-06-29,32
2024-06-30,26
2024-07-01,39
2024-07-02,24
2024-07-03,22
2024-07-04,23
2024-07-05,24
2024-07-06,29
2024-07-07,31
2024-07-08,32
2024-07-09,39
2024-07-10,33
2024-07-11,25
2024-07-12,21
2024-07-13,22
2024-07-14,24
2024-07-15,30
2024-07-16,40
2024-07-17,26
2024-07-18,33
2024-07-19,21
2024-07-20,26
2024-07-21,40
2024-07-22,27
2024-07-23,20
2024-07-24,29
2024-07-25,37
2024-07-26,26
2024-07-27,32
2024-07-28,32
2024-07-29,26
2024-07-30,29
2024-07-31,37
2024-08-01,28
2024-08-02,24
2024-08-03,35
2024-08-04,35
2024-08-05,32
2024-08-06,26
2024-08-07,30
2024-08-08,31
2024-08-09,20
2024-08-10,25
2024-08-11,21
2024-08-12,22
2024-08-13,31
2024-08-14,23
2024-08-15,31
2024-08-16,32
2024-08-17,35
2024-08-18,29
2024-08-19,26
2024-08-20,33
2024-08-21,27
2024-08-22,24
2024-08-23,40
2024-08-24,40
2024-08-25,39
2024-08-26,32
2024-08-27,21
2024-08-28,32
2024-08-29,24
2024-08-30,23
2024-08-31,32
2024-09-01,29
2024-09-02,34
2024-09-03,39
2024-09-04,21
2024-09-05,39
2024-09-06,25
2024-09-07,30
2024-09-08,34
2024-09-09,26
2024-09-10,38
2024-09-11,23
2024-09-12,22
2024-09-13,21
2024-09-14,21
2024-09-15,37
2024-09-16,35
2024-09-17,37
2024-09-18,25
2024-09-19,27
2024-09-20,37
2024-09-21,27
2024-09-22,30
2024-09-23,25
2024-09-24,20
2024-09-25,29
2024-09-26,38
2024-09-27,37
2024-09-28,24
2024-09-29,25
2024-09-30,38
2024-10-01,30
2024-10-02,28
2024-10-03,37
2024-10-04,29
2024-10-05,32
2024-10-06,34
2024-10-07,34
2024-10-08,30
2024-10-09,32
2024-10-10,30
2024-10-11,27
2024-10-12,37
2024-10-13,27
2024-10-14,28
2024-10-15,23
2024-10-16,29
2024-10-17,20
2024-10-18,22
2024-10-19,25
2024-10-20,37
2024-10-21,29
2024-10-22,37
2024-10-23,37
2024-10-24,28
2024-10-25,28
2024-10-26,35
2024-10-27,33
2024-10-28,36
2024-10-29,31
2024-10-30,29
2024-10-31,31
2024-11-01,25
2024-11-02,23
2024-11-03,40
2024-11-04,38
2024-11-05,31
2024-11-06,29
2024-11-07,38
2024-11-08,39
2024-11-09,20
2024-11-10,22
2024-11-11,31
2024-11-12,35
2024-11-13,38
2024-11-14,25
2024-11-15,26
2024-11-16,38
2024-11-17,27
2024-11-18,33
2024-11-19,32
2024-11-20,23
2024-11-21,34
2024-11-22,26
2024-11-23,35
2024-11-24,30
2024-11-25,31
2024-11-26,34
2024-11-27,32
2024-11-28,39
2024-11-29,27
2024-11-30,30
2024-12-01,38
2024-12-02,27
2024-12-03,21
2024-12-04,21
2024-12-05,24
2024-12-06,20
2024-12-07,36
2024-12-08,40
2024-12-09,34
2024-12-10,23
2024-12-11,35
2024-12-12,31
2024-12-13,40
2024-12-14,30
2024-12-15,36
2024-12-16,22
2024-12-17,22
2024-12-18,40
2024-12-19,33
2024-12-20,22
2024-12-21,21
2024-12-22,32
2024-12-23,22
2024-12-24,34
2024-12-25,37
2024-12-26,34
2024-12-27,21
2024-12-28,25
2024-12-29,24
2024-12-30,39
2024-12-31,21
