Fecha,Venta Noche
2024-10-21,152
2024-10-22,151
2024-10-23,167
2024-10-24,150
2024-10-25,153
2024-10-26,154
2024-10-27,153
2024-10-28,150
2024-10-29,160
2024-10-30,169
2024-10-31,164
2024-11-01,167
2024-11-02,161
2024-11-03,154
2024-11-04,162
2024-11-05,155
2024-11-06,156
2024-11-07,161
2024-11-08,160
2024-11-09,167
2024-11-10,169
2024-11-11,152
2024-11-12,150
2024-11-13,155
2024-11-14,170
2024-11-15,160
2024-11-16,157
2024-11-17,154
2024-11-18,159
2024-11-19,151
2024-11-20,165
2024-11-21,163
2024-11-22,158
2024-11-23,169
2024-11-24,154
2024-11-25,158
2024-11-26,163
2024-11-27,154
2024-11-28,159
2024-11-29,150
2024-11-30,154
2024-12-01,154
2024-12-02,170
2024-12-03,169
2024-12-04,150
2024-12-05,156
2024-12-06,169
2024-12-07,165
2024-12-08,153
2024-12-09,163
2024-12-10,157
2024-12-11,154
2024-12-12,152
2024-12-13,158
2024-12-14,153
2024-12-15,159
2024-12-16,164
2024-12-17,161
2024-12-18,155
2024-12-19,150
2024-12-20,152
2024-12-21,160
2024-12-22,168
2024-12-23,161
2024-12-24,167
2024-12-25,164
2024-12-26,151
2024-12-27,151
2024-12-28,156
2024-12-29,167
2024-12-30,159
2024-12-31,154
