Fecha,Venta Noche
2024-07-17,262
2024-07-18,251
2024-07-19,225
2024-07-20,225
2024-07-21,261
2024-07-22,243
2024-07-23,232
2024-07-24,245
2024-07-25,253
2024-07-26,267
2024-07-27,239
2024-07-28,230
2024-07-29,264
2024-07-30,251
2024-07-31,265
2024-08-01,237
2024-08-02,261
2024-08-03,267
2024-08-04,258
2024-08-05,225
2024-08-06,225
2024-08-07,228
2024-08-08,255
2024-08-09,270
2024-08-10,265
2024-08-11,240
2024-08-12,232
2024-08-13,261
2024-08-14,255
2024-08-15,269
2024-08-16,263
2024-08-17,244
2024-08-18,247
2024-08-19,251
2024-08-20,251
2024-08-21,239
2024-08-22,256
2024-08-23,267
2024-08-24,260
2024-08-25,235
2024-08-26,251
2024-08-27,228
2024-08-28,229
2024-08-29,234
2024-08-30,270
2024-08-31,260
2024-09-01,267
2024-09-02,247
2024-09-03,250
2024-09-04,242
2024-09-05,237
2024-09-06,245
2024-09-07,241
2024-09-08,247
2024-09-09,268
2024-09-10,253
2024-09-11,266
2024-09-12,252
2024-09-13,225
2024-09-14,267
2024-09-15,261
2024-09-16,239
2024-09-17,255
2024-09-18,266
2024-09-19,251
2024-09-20,227
2024-09-21,253
2024-09-22,225
2024-09-23,261
2024-09-24,256
2024-09-25,250
2024-09-26,257
2024-09-27,231
2024-09-28,256
2024-09-29,229
2024-09-30,253
2024-10-01,237
2024-10-02,235
2024-10-03,232
2024-10-04,225
2024-10-05,231
2024-10-06,239
2024-10-07,248
2024-10-08,265
2024-10-09,260
2024-10-10,261
2024-10-11,248
2024-10-12,225
2024-10-13,225
2024-10-14,257
2024-10-15,231
2024-10-16,230
2024-10-17,252
2024-10-18,241
2024-10-19,243
2024-10-20,248
2024-10-21,247
2024-10-22,247
2024-10-23,252
2024-10-24,239
2024-10-25,232
2024-10-26,225
2024-10-27,255
2024-10-28,251
2024-10-29,261
2024-10-30,270
2024-10-31,258
2024-11-01,232
2024-11-02,259
2024-11-03,241
2024-11-04,257
2024-11-05,236
2024-11-06,227
2024-11-07,228
2024-11-08,270
2024-11-09,234
2024-11-10,253
2024-11-11,260
2024-11-12,261
2024-11-13,226
2024-11-14,263
2024-11-15,235
2024-11-16,252
2024-11-17,270
2024-11-18,251
2024-11-19,226
2024-11-20,263
2024-11-21,263
2024-11-22,250
2024-11-23,227
2024-11-24,259
2024-11-25,228
2024-11-26,232
2024-11-27,252
2024-11-28,266
2024-11-29,255
2024-11-30,248
2024-12-01,267
2024-12-02,255
2024-12-03,250
2024-12-04,226
2024-12-05,264
2024-12-06,267
2024-12-07,269
2024-12-08,232
2024-12-09,249
2024-12-10,248
2024-12-11,242
2024-12-12,246
2024-12-13,260
2024-12-14,266
2024-12-15,230
2024-12-16,242
2024-12-17,262
2024-12-18,258
2024-12-19,267
2024-12-20,260
2024-12-21,232
2024-12-22,245
2024-12-23,238
2024-12-24,269
2024-12-25,228
2024-12-26,270
2024-12-27,260
2024-12-28,249
2024-12-29,238
2024-12-30,243
2024-12-31,229
